STN,YEAR,MON,DAY,HR,O3(PPB)
ARH,2017,2,3,0,19.94
ARH,2017,2,3,1,20.35
ARH,2017,2,3,2,17.57
ARH,2017,2,3,3,16.02
ARH,2017,2,3,4,15.42
ARH,2017,2,3,5,16.25
ARH,2017,2,3,6,18.15
ARH,2017,2,3,7,20.69
ARH,2017,2,3,8,20.67
ARH,2017,2,3,9,20.5
ARH,2017,2,3,10,19.9
ARH,2017,2,3,11,19.52
ARH,2017,2,3,12,18.61
ARH,2017,2,3,13,19.77
ARH,2017,2,3,14,19.04
ARH,2017,2,3,15,18.54
ARH,2017,2,3,16,18.13
ARH,2017,2,3,17,18.1
ARH,2017,2,3,18,18.34
ARH,2017,2,3,19,18.79
ARH,2017,2,3,20,18.73
ARH,2017,2,3,21,18.75
ARH,2017,2,3,22,18.78
ARH,2017,2,3,23,18.6
ARH,2017,2,4,0,18.46
ARH,2017,2,4,1,18.41
ARH,2017,2,4,2,18.02
ARH,2017,2,4,3,17.3
ARH,2017,2,4,4,17.73
ARH,2017,2,4,5,17.83
ARH,2017,2,4,6,17.92
ARH,2017,2,4,7,18.08
ARH,2017,2,4,8,17.71
ARH,2017,2,4,9,17.2
ARH,2017,2,4,10,17.53
ARH,2017,2,4,11,17.58
ARH,2017,2,4,12,17.42
ARH,2017,2,4,13,17.41
ARH,2017,2,4,14,17.63
ARH,2017,2,4,15,17.66
ARH,2017,2,4,16,17.73
ARH,2017,2,4,17,17.74
ARH,2017,2,4,18,17.78
ARH,2017,2,4,19,17.67
ARH,2017,2,4,20,17.76
ARH,2017,2,4,21,17.76
ARH,2017,2,4,22,17.65
ARH,2017,2,4,23,17.68
ARH,2017,2,5,0,17.6
ARH,2017,2,5,1,17.05
ARH,2017,2,5,2,16.56
ARH,2017,2,5,3,16.65
ARH,2017,2,5,4,16.44
ARH,2017,2,5,5,16.28
ARH,2017,2,5,6,16.56
ARH,2017,2,5,7,16.83
ARH,2017,2,5,8,16.82
ARH,2017,2,5,9,16.65
ARH,2017,2,5,10,16.63
ARH,2017,2,5,11,16.18
ARH,2017,2,5,12,15.27
ARH,2017,2,5,13,15.1
ARH,2017,2,5,14,15.08
ARH,2017,2,5,15,15.16
ARH,2017,2,5,16,15.55
ARH,2017,2,5,17,15.72
ARH,2017,2,5,18,16
ARH,2017,2,5,19,15.64
ARH,2017,2,5,20,15.55
ARH,2017,2,5,21,16.94
ARH,2017,2,5,22,9999.99
ARH,2017,2,5,23,18.1
ARH,2017,2,6,0,18.37
ARH,2017,2,6,1,18.81
ARH,2017,2,6,2,18.9
ARH,2017,2,6,3,18.47
ARH,2017,2,6,4,18.1
ARH,2017,2,6,5,18.47
ARH,2017,2,6,6,18.13
ARH,2017,2,6,7,16.5
ARH,2017,2,6,8,15.84
ARH,2017,2,6,9,15.4
ARH,2017,2,6,10,15.6
ARH,2017,2,6,11,16.05
ARH,2017,2,6,12,17.7
ARH,2017,2,6,13,18.08
ARH,2017,2,6,14,17.79
ARH,2017,2,6,15,17.78
ARH,2017,2,6,16,17.69
ARH,2017,2,6,17,17.55
ARH,2017,2,6,18,17.34
ARH,2017,2,6,19,17.43
ARH,2017,2,6,20,17.26
ARH,2017,2,6,21,15.38
ARH,2017,2,6,22,15.32
ARH,2017,2,6,23,14.53
ARH,2017,2,7,0,13.77
ARH,2017,2,7,1,13.54
ARH,2017,2,7,2,13.42
ARH,2017,2,7,3,13.33
ARH,2017,2,7,4,13.27
ARH,2017,2,7,5,13.35
ARH,2017,2,7,6,13.51
ARH,2017,2,7,7,13.54
ARH,2017,2,7,8,13.58
ARH,2017,2,7,9,13.75
ARH,2017,2,7,10,13.94
ARH,2017,2,7,11,13.81
ARH,2017,2,7,12,14.57
ARH,2017,2,7,13,14.66
ARH,2017,2,7,14,14.08
ARH,2017,2,7,15,14.14
ARH,2017,2,7,16,13.87
ARH,2017,2,7,17,13.8
ARH,2017,2,7,18,13.66
ARH,2017,2,7,19,13.51
ARH,2017,2,7,20,13.5
ARH,2017,2,7,21,13.34
ARH,2017,2,7,22,13.29
ARH,2017,2,7,23,13.29
ARH,2017,2,8,0,13.26
ARH,2017,2,8,1,13.52
ARH,2017,2,8,2,13.55
ARH,2017,2,8,3,13.74
ARH,2017,2,8,4,13.57
ARH,2017,2,8,5,13.68
ARH,2017,2,8,6,13.63
ARH,2017,2,8,7,13.87
ARH,2017,2,8,8,13.66
ARH,2017,2,8,9,14.31
ARH,2017,2,8,10,14.11
ARH,2017,2,8,11,13.83
ARH,2017,2,8,12,13.77
ARH,2017,2,8,13,13.8
ARH,2017,2,8,14,14.34
ARH,2017,2,8,15,14.74
ARH,2017,2,8,16,16.28
ARH,2017,2,8,17,17.4
ARH,2017,2,8,18,17.62
ARH,2017,2,8,19,17.01
ARH,2017,2,8,20,16.47
ARH,2017,2,8,21,16.83
ARH,2017,2,8,22,14.79
ARH,2017,2,8,23,14.13
ARH,2017,2,9,0,13.55
ARH,2017,2,9,1,13.69
ARH,2017,2,9,2,14.6
ARH,2017,2,9,3,16.77
ARH,2017,2,9,4,17.48
ARH,2017,2,9,5,18.33
ARH,2017,2,9,6,19.06
ARH,2017,2,9,7,19.08
ARH,2017,2,9,8,19.48
ARH,2017,2,9,9,19.98
ARH,2017,2,9,10,19.9
ARH,2017,2,9,11,20.98
ARH,2017,2,9,12,22.08
ARH,2017,2,9,13,22.63
ARH,2017,2,9,14,23.79
ARH,2017,2,9,15,23.97
ARH,2017,2,9,16,23.86
ARH,2017,2,9,17,23.81
ARH,2017,2,9,18,23.46
ARH,2017,2,9,19,23.32
ARH,2017,2,9,20,22.87
ARH,2017,2,9,21,22.44
ARH,2017,2,9,22,23.1
ARH,2017,2,9,23,23.31
ARH,2017,2,10,0,23.18
ARH,2017,2,10,1,22.82
ARH,2017,2,10,2,23.05
ARH,2017,2,10,3,23.06
ARH,2017,2,10,4,22.75
ARH,2017,2,10,5,22.87
ARH,2017,2,10,6,22.96
ARH,2017,2,10,7,22.59
ARH,2017,2,10,8,21.96
ARH,2017,2,10,9,21.16
ARH,2017,2,10,10,19.47
ARH,2017,2,10,11,19.68
ARH,2017,2,10,12,16.33
ARH,2017,2,10,13,13.56
ARH,2017,2,10,14,17.22
ARH,2017,2,10,15,19.18
ARH,2017,2,10,16,19.82
ARH,2017,2,10,17,16.31
ARH,2017,2,10,18,18.45
ARH,2017,2,10,19,19.56
ARH,2017,2,10,20,19.99
ARH,2017,2,10,21,9999.99
ARH,2017,2,10,22,19.55
ARH,2017,2,10,23,19.42
ARH,2017,2,11,0,19.48
ARH,2017,2,11,1,18.88
ARH,2017,2,11,2,18.35
ARH,2017,2,11,3,18.42
ARH,2017,2,11,4,18.08
ARH,2017,2,11,5,19.23
ARH,2017,2,11,6,18.83
ARH,2017,2,11,7,18.58
ARH,2017,2,11,8,18.59
ARH,2017,2,11,9,18.64
ARH,2017,2,11,10,18.48
ARH,2017,2,11,11,18.33
ARH,2017,2,11,12,18.4
ARH,2017,2,11,13,18.14
ARH,2017,2,11,14,17.9
ARH,2017,2,11,15,17.85
ARH,2017,2,11,16,18.27
ARH,2017,2,11,17,18.66
ARH,2017,2,11,18,18.27
ARH,2017,2,11,19,18.4
ARH,2017,2,11,20,18.69
ARH,2017,2,11,21,18.98
ARH,2017,2,11,22,19.04
ARH,2017,2,11,23,19.01
ARH,2017,2,12,0,18.92
ARH,2017,2,12,1,18.69
ARH,2017,2,12,2,17.08
ARH,2017,2,12,3,15.55
ARH,2017,2,12,4,18.8
ARH,2017,2,12,5,18.4
ARH,2017,2,12,6,18
ARH,2017,2,12,7,18.09
ARH,2017,2,12,8,18.28
ARH,2017,2,12,9,18.46
ARH,2017,2,12,10,18.98
ARH,2017,2,12,11,19.56
ARH,2017,2,12,12,19.75
ARH,2017,2,12,13,19.93
ARH,2017,2,12,14,19.99
ARH,2017,2,12,15,20.03
ARH,2017,2,12,16,20.05
ARH,2017,2,12,17,20.04
ARH,2017,2,12,18,19.34
ARH,2017,2,12,19,19.42
ARH,2017,2,12,20,20.16
ARH,2017,2,12,21,20.48
ARH,2017,2,12,22,20.87
ARH,2017,2,12,23,21.15
ARH,2017,2,13,0,21.2
ARH,2017,2,13,1,21.3
ARH,2017,2,13,2,21.07
ARH,2017,2,13,3,21.3
ARH,2017,2,13,4,21.73
ARH,2017,2,13,5,21.71
ARH,2017,2,13,6,21.57
ARH,2017,2,13,7,21.38
ARH,2017,2,13,8,21.38
ARH,2017,2,13,9,21.49
ARH,2017,2,13,10,21.52
ARH,2017,2,13,11,21.49
ARH,2017,2,13,12,21.16
ARH,2017,2,13,13,20.99
ARH,2017,2,13,14,21.03
ARH,2017,2,13,15,21.07
ARH,2017,2,13,16,20.96
ARH,2017,2,13,17,20.68
ARH,2017,2,13,18,20.51
ARH,2017,2,13,19,20.16
ARH,2017,2,13,20,19.87
ARH,2017,2,13,21,19.75
ARH,2017,2,13,22,19.69
ARH,2017,2,13,23,19.66
ARH,2017,2,14,0,19.66
ARH,2017,2,14,1,19.68
ARH,2017,2,14,2,19.71
ARH,2017,2,14,3,19.77
ARH,2017,2,14,4,20.11
ARH,2017,2,14,5,20.08
ARH,2017,2,14,6,20.21
ARH,2017,2,14,7,20.03
ARH,2017,2,14,8,19.62
ARH,2017,2,14,9,19.28
ARH,2017,2,14,10,19.02
ARH,2017,2,14,11,19.09
ARH,2017,2,14,12,19.15
ARH,2017,2,14,13,18.94
ARH,2017,2,14,14,19.12
ARH,2017,2,14,15,18.61
ARH,2017,2,14,16,18.02
ARH,2017,2,14,17,17.97
ARH,2017,2,14,18,18.13
ARH,2017,2,14,19,17.84
ARH,2017,2,14,20,17.58
ARH,2017,2,14,21,17.55
ARH,2017,2,14,22,17.15
ARH,2017,2,14,23,16.94
ARH,2017,2,15,0,15.76
ARH,2017,2,15,1,16.83
ARH,2017,2,15,2,17.66
ARH,2017,2,15,3,18.15
ARH,2017,2,15,4,18.39
ARH,2017,2,15,5,18.55
ARH,2017,2,15,6,19.2
ARH,2017,2,15,7,19.38
ARH,2017,2,15,8,19.37
ARH,2017,2,15,9,19.09
ARH,2017,2,15,10,18.3
ARH,2017,2,15,11,18.15
ARH,2017,2,15,12,18.01
ARH,2017,2,15,13,17.96
ARH,2017,2,15,14,18.06
ARH,2017,2,15,15,18.2
ARH,2017,2,15,16,18.24
ARH,2017,2,15,17,18.37
ARH,2017,2,15,18,18.35
ARH,2017,2,15,19,18.31
ARH,2017,2,15,20,18.02
ARH,2017,2,15,21,17.99
ARH,2017,2,15,22,18.03
ARH,2017,2,15,23,17.86
ARH,2017,2,16,0,17.6
ARH,2017,2,16,1,17.67
ARH,2017,2,16,2,17.94
ARH,2017,2,16,3,17.86
ARH,2017,2,16,4,17.82
ARH,2017,2,16,5,17.72
ARH,2017,2,16,6,17.71
ARH,2017,2,16,7,16.61
ARH,2017,2,16,8,16.01
ARH,2017,2,16,9,16.86
ARH,2017,2,16,10,17.99
ARH,2017,2,16,11,18.04
ARH,2017,2,16,12,17.89
ARH,2017,2,16,13,18.14
ARH,2017,2,16,14,18.3
ARH,2017,2,16,15,17.42
ARH,2017,2,16,16,16.65
ARH,2017,2,16,17,18.08
ARH,2017,2,16,18,18.43
ARH,2017,2,16,19,18.13
ARH,2017,2,16,20,18.28
ARH,2017,2,16,21,18.31
ARH,2017,2,16,22,18.32
ARH,2017,2,16,23,18.62
ARH,2017,2,17,0,18.95
ARH,2017,2,17,1,18.92
ARH,2017,2,17,2,18.93
ARH,2017,2,17,3,19.1
ARH,2017,2,17,4,19.12
ARH,2017,2,17,5,18.88
ARH,2017,2,17,6,18.73
ARH,2017,2,17,7,18.68
ARH,2017,2,17,8,18.67
ARH,2017,2,17,9,19.24
ARH,2017,2,17,10,19.2
ARH,2017,2,17,11,18.76
ARH,2017,2,17,12,18.43
ARH,2017,2,17,13,18.22
ARH,2017,2,17,14,18.06
ARH,2017,2,17,15,18
ARH,2017,2,17,16,18.06
ARH,2017,2,17,17,18.43
ARH,2017,2,17,18,15.59
ARH,2017,2,17,19,17.72
ARH,2017,2,17,20,17.58
ARH,2017,2,17,21,18.28
ARH,2017,2,17,22,18.35
ARH,2017,2,17,23,15.66
ARH,2017,2,18,0,18.49
ARH,2017,2,18,1,18.75
ARH,2017,2,18,2,18.47
ARH,2017,2,18,3,18.59
ARH,2017,2,18,4,18.35
ARH,2017,2,18,5,18.27
ARH,2017,2,18,6,18.31
ARH,2017,2,18,7,18.28
ARH,2017,2,18,8,18.37
ARH,2017,2,18,9,18.37
ARH,2017,2,18,10,18.24
ARH,2017,2,18,11,18.2
ARH,2017,2,18,12,17.99
ARH,2017,2,18,13,17.89
ARH,2017,2,18,14,17.95
ARH,2017,2,18,15,17.81
ARH,2017,2,18,16,17.76
ARH,2017,2,18,17,17.79
ARH,2017,2,18,18,17.95
ARH,2017,2,18,19,18.05
ARH,2017,2,18,20,17.89
ARH,2017,2,18,21,17.68
ARH,2017,2,18,22,17.59
ARH,2017,2,18,23,17.8
ARH,2017,2,19,0,18.3
ARH,2017,2,19,1,18.51
ARH,2017,2,19,2,17.18
ARH,2017,2,19,3,18.62
ARH,2017,2,19,4,18.48
ARH,2017,2,19,5,18.64
ARH,2017,2,19,6,18.52
ARH,2017,2,19,7,17.48
ARH,2017,2,19,8,17.73
ARH,2017,2,19,9,18.2
ARH,2017,2,19,10,18.33
ARH,2017,2,19,11,18.31
ARH,2017,2,19,12,18.48
ARH,2017,2,19,13,18.54
ARH,2017,2,19,14,18.46
ARH,2017,2,19,15,18.48
ARH,2017,2,19,16,18.32
ARH,2017,2,19,17,18.25
ARH,2017,2,19,18,18.23
ARH,2017,2,19,19,18.19
ARH,2017,2,19,20,18.33
ARH,2017,2,19,21,18.5
ARH,2017,2,19,22,18.64
ARH,2017,2,19,23,18.74
ARH,2017,2,20,0,18.9
ARH,2017,2,20,1,18.96
ARH,2017,2,20,2,18.95
ARH,2017,2,20,3,18.89
ARH,2017,2,20,4,18.98
ARH,2017,2,20,5,18.94
ARH,2017,2,20,6,19.15
ARH,2017,2,20,7,19.25
ARH,2017,2,20,8,19.17
ARH,2017,2,20,9,18.95
ARH,2017,2,20,10,18.66
ARH,2017,2,20,11,18.58
ARH,2017,2,20,12,18.83
ARH,2017,2,20,13,18.57
ARH,2017,2,20,14,18.54
ARH,2017,2,20,15,18.79
ARH,2017,2,20,16,18.86
ARH,2017,2,20,17,18.52
ARH,2017,2,20,18,18.54
ARH,2017,2,20,19,18.38
ARH,2017,2,20,20,18.47
ARH,2017,2,20,21,18.13
ARH,2017,2,20,22,17.97
ARH,2017,2,20,23,18.13
ARH,2017,2,21,0,18.69
ARH,2017,2,21,1,19.02
ARH,2017,2,21,2,19.25
ARH,2017,2,21,3,19.17
ARH,2017,2,21,4,19.36
ARH,2017,2,21,5,19.58
ARH,2017,2,21,6,19.79
ARH,2017,2,21,7,19.84
ARH,2017,2,21,8,19.97
ARH,2017,2,21,9,20.07
ARH,2017,2,21,10,20.05
ARH,2017,2,21,11,20.05
ARH,2017,2,21,12,20.05
ARH,2017,2,21,13,20.04
ARH,2017,2,21,14,20.07
ARH,2017,2,21,15,20.12
ARH,2017,2,21,16,19.77
ARH,2017,2,21,17,19.96
ARH,2017,2,21,18,19.89
ARH,2017,2,21,19,20.11
ARH,2017,2,21,20,19.78
ARH,2017,2,21,21,19.06
ARH,2017,2,21,22,18.93
ARH,2017,2,21,23,19.02
ARH,2017,2,22,0,19.32
ARH,2017,2,22,1,19.41
ARH,2017,2,22,2,19.54
ARH,2017,2,22,3,20.01
ARH,2017,2,22,4,20.15
ARH,2017,2,22,5,20.25
ARH,2017,2,22,6,20.22
ARH,2017,2,22,7,20.21
ARH,2017,2,22,8,20.16
ARH,2017,2,22,9,19.84
ARH,2017,2,22,10,19.55
ARH,2017,2,22,11,19.55
ARH,2017,2,22,12,19.48
ARH,2017,2,22,13,19.61
ARH,2017,2,22,14,19.47
ARH,2017,2,22,15,19.42
ARH,2017,2,22,16,19.35
ARH,2017,2,22,17,19.4
ARH,2017,2,22,18,19.19
ARH,2017,2,22,19,19.24
ARH,2017,2,22,20,19.4
ARH,2017,2,22,21,19.31
ARH,2017,2,22,22,18.99
ARH,2017,2,22,23,18.72
ARH,2017,2,23,0,18.05
ARH,2017,2,23,1,17.24
ARH,2017,2,23,2,17.79
ARH,2017,2,23,3,18.31
ARH,2017,2,23,4,19.03
ARH,2017,2,23,5,18.65
ARH,2017,2,23,6,18.74
ARH,2017,2,23,7,18.78
ARH,2017,2,23,8,18.27
ARH,2017,2,23,9,18.02
ARH,2017,2,23,10,18.09
ARH,2017,2,23,11,17.9
ARH,2017,2,23,12,18.25
ARH,2017,2,23,13,18.32
ARH,2017,2,23,14,18.03
ARH,2017,2,23,15,17.77
ARH,2017,2,23,16,18.49
ARH,2017,2,23,17,18.56
ARH,2017,2,23,18,18.53
ARH,2017,2,23,19,18.43
ARH,2017,2,23,20,18.17
ARH,2017,2,23,21,18.03
ARH,2017,2,23,22,17.72
ARH,2017,2,23,23,17.56
ARH,2017,2,24,0,17.52
ARH,2017,2,24,1,17.78
ARH,2017,2,24,2,17.74
ARH,2017,2,24,3,17.79
ARH,2017,2,24,4,17.74
ARH,2017,2,24,5,17.85
ARH,2017,2,24,6,18
ARH,2017,2,24,7,17.95
ARH,2017,2,24,8,17.96
ARH,2017,2,24,9,17.99
ARH,2017,2,24,10,17.97
ARH,2017,2,24,11,17.99
ARH,2017,2,24,12,18.04
ARH,2017,2,24,13,17.98
ARH,2017,2,24,14,17.96
ARH,2017,2,24,15,17.87
ARH,2017,2,24,16,17.86
ARH,2017,2,24,17,17.82
ARH,2017,2,24,18,17.73
ARH,2017,2,24,19,17.66
ARH,2017,2,24,20,17.04
ARH,2017,2,24,21,17.24
ARH,2017,2,24,22,17.27
ARH,2017,2,24,23,17.87
ARH,2017,2,25,0,17.69
ARH,2017,2,25,1,17.74
ARH,2017,2,25,2,17.76
ARH,2017,2,25,3,17.85
ARH,2017,2,25,4,18.2
ARH,2017,2,25,5,18.2
ARH,2017,2,25,6,17.95
ARH,2017,2,25,7,17.89
ARH,2017,2,25,8,17.91
ARH,2017,2,25,9,17.93
ARH,2017,2,25,10,17.67
ARH,2017,2,25,11,17.61
ARH,2017,2,25,12,17.83
ARH,2017,2,25,13,17.73
ARH,2017,2,25,14,17.86
ARH,2017,2,25,15,17.83
ARH,2017,2,25,16,17.68
ARH,2017,2,25,17,17.56
ARH,2017,2,25,18,17.48
ARH,2017,2,25,19,17.36
ARH,2017,2,25,20,17.36
ARH,2017,2,25,21,17.4
ARH,2017,2,25,22,17.49
ARH,2017,2,25,23,17.76
ARH,2017,2,26,0,17.78
ARH,2017,2,26,1,17.38
ARH,2017,2,26,2,17.78
ARH,2017,2,26,3,17.61
ARH,2017,2,26,4,16.92
ARH,2017,2,26,5,16.82
ARH,2017,2,26,6,17.16
ARH,2017,2,26,7,17.04
ARH,2017,2,26,8,16.96
ARH,2017,2,26,9,17.3
ARH,2017,2,26,10,17.75
ARH,2017,2,26,11,18.08
ARH,2017,2,26,12,18.14
ARH,2017,2,26,13,18.29
ARH,2017,2,26,14,18.48
ARH,2017,2,26,15,18.81
ARH,2017,2,26,16,18.72
ARH,2017,2,26,17,18.7
ARH,2017,2,26,18,18.67
ARH,2017,2,26,19,18.75
ARH,2017,2,26,20,18.83
ARH,2017,2,26,21,18.92
ARH,2017,2,26,22,18.96
ARH,2017,2,26,23,19.02
ARH,2017,2,27,0,18.94
ARH,2017,2,27,1,19.04
ARH,2017,2,27,2,9999.99
ARH,2017,2,27,3,9999.99
ARH,2017,2,27,4,19.11
ARH,2017,2,27,5,19.12
ARH,2017,2,27,6,19.12
ARH,2017,2,27,7,19.17
ARH,2017,2,27,8,19.12
ARH,2017,2,27,9,19.04
ARH,2017,2,27,10,17.97
ARH,2017,2,27,11,18.67
ARH,2017,2,27,12,18.95
ARH,2017,2,27,13,18.92
ARH,2017,2,27,14,19.2
ARH,2017,2,27,15,19.08
ARH,2017,2,27,16,19.46
ARH,2017,2,27,17,19.51
ARH,2017,2,27,18,19.36
ARH,2017,2,27,19,19.24
ARH,2017,2,27,20,19.12
ARH,2017,2,27,21,13.68
ARH,2017,2,27,22,18.65
ARH,2017,2,27,23,17.72
ARH,2017,2,28,0,19.29
ARH,2017,2,28,1,18.89
ARH,2017,2,28,2,18.12
ARH,2017,2,28,3,19.24
ARH,2017,2,28,4,15.68
ARH,2017,2,28,5,15.79
ARH,2017,2,28,6,15.78
ARH,2017,2,28,7,15.99
ARH,2017,2,28,8,16.13
ARH,2017,2,28,9,15.99
ARH,2017,2,28,10,16.25
ARH,2017,2,28,11,16.14
ARH,2017,2,28,12,15.75
ARH,2017,2,28,13,15.59
ARH,2017,2,28,14,15.64
ARH,2017,2,28,15,15.62
ARH,2017,2,28,16,15.65
ARH,2017,2,28,17,15.68
ARH,2017,2,28,18,15.74
ARH,2017,2,28,19,15.78
ARH,2017,2,28,20,15.68
ARH,2017,2,28,21,15.64
ARH,2017,2,28,22,15.65
ARH,2017,2,28,23,15.66
ARH,2018,2,1,0,15.43
ARH,2018,2,1,1,14.92
ARH,2018,2,1,2,14.59
ARH,2018,2,1,3,14.59
ARH,2018,2,1,4,14.72
ARH,2018,2,1,5,15.24
ARH,2018,2,1,6,15.17
ARH,2018,2,1,7,14.78
ARH,2018,2,1,8,14.47
ARH,2018,2,1,9,13.44
ARH,2018,2,1,10,13.47
ARH,2018,2,1,11,13.46
ARH,2018,2,1,12,13.45
ARH,2018,2,1,13,13.64
ARH,2018,2,1,14,13.88
ARH,2018,2,1,15,13.75
ARH,2018,2,1,16,13.99
ARH,2018,2,1,17,15.11
ARH,2018,2,1,18,14.99
ARH,2018,2,1,19,14.58
ARH,2018,2,1,20,15.09
ARH,2018,2,1,21,14.8
ARH,2018,2,1,22,15.49
ARH,2018,2,1,23,15.8
ARH,2018,2,2,0,15.88
ARH,2018,2,2,1,15.97
ARH,2018,2,2,2,15.31
ARH,2018,2,2,3,15.42
ARH,2018,2,2,4,15.94
ARH,2018,2,2,5,16.25
ARH,2018,2,2,6,16.26
ARH,2018,2,2,7,16.59
ARH,2018,2,2,8,17
ARH,2018,2,2,9,16.73
ARH,2018,2,2,10,16.81
ARH,2018,2,2,11,17.1
ARH,2018,2,2,12,16.88
ARH,2018,2,2,13,16.88
ARH,2018,2,2,14,16.8
ARH,2018,2,2,15,16.28
ARH,2018,2,2,16,16.02
ARH,2018,2,2,17,16.28
ARH,2018,2,2,18,15.87
ARH,2018,2,2,19,16.22
ARH,2018,2,2,20,16.82
ARH,2018,2,2,21,16.82
ARH,2018,2,2,22,16.64
ARH,2018,2,2,23,16.55
ARH,2018,2,3,0,16.33
ARH,2018,2,3,1,16.21
ARH,2018,2,3,2,15.76
ARH,2018,2,3,3,15.54
ARH,2018,2,3,4,15.56
ARH,2018,2,3,5,15.54
ARH,2018,2,3,6,15.78
ARH,2018,2,3,7,15.68
ARH,2018,2,3,8,15.52
ARH,2018,2,3,9,15.3
ARH,2018,2,3,10,15.03
ARH,2018,2,3,11,14.83
ARH,2018,2,3,12,14.6
ARH,2018,2,3,13,14.12
ARH,2018,2,3,14,13.75
ARH,2018,2,3,15,13.69
ARH,2018,2,3,16,13.5
ARH,2018,2,3,17,13.3
ARH,2018,2,3,18,13.06
ARH,2018,2,3,19,12.83
ARH,2018,2,3,20,12.35
ARH,2018,2,3,21,12.79
ARH,2018,2,3,22,14.01
ARH,2018,2,3,23,14.01
ARH,2018,2,4,0,13.99
ARH,2018,2,4,1,14.01
ARH,2018,2,4,2,14.14
ARH,2018,2,4,3,14.35
ARH,2018,2,4,4,14.32
ARH,2018,2,4,5,14.24
ARH,2018,2,4,6,13.99
ARH,2018,2,4,7,11.11
ARH,2018,2,4,8,14.16
ARH,2018,2,4,9,4.48
ARH,2018,2,4,10,8.39
ARH,2018,2,4,11,10.63
ARH,2018,2,4,12,13.24
ARH,2018,2,4,13,15.19
ARH,2018,2,4,14,15.41
ARH,2018,2,4,15,16.06
ARH,2018,2,4,16,16.92
ARH,2018,2,4,17,17.15
ARH,2018,2,4,18,16.52
ARH,2018,2,4,19,16.12
ARH,2018,2,4,20,16.34
ARH,2018,2,4,21,15.64
ARH,2018,2,4,22,14.05
ARH,2018,2,4,23,13.08
ARH,2018,2,5,0,12.66
ARH,2018,2,5,1,9999.99
ARH,2018,2,5,2,9999.99
ARH,2018,2,5,3,9999.99
ARH,2018,2,5,4,12.66
ARH,2018,2,5,5,12.58
ARH,2018,2,5,6,12.6
ARH,2018,2,5,7,12.62
ARH,2018,2,5,8,12.76
ARH,2018,2,5,9,13.06
ARH,2018,2,5,10,13.38
ARH,2018,2,5,11,13.77
ARH,2018,2,5,12,13.94
ARH,2018,2,5,13,13.91
ARH,2018,2,5,14,13.96
ARH,2018,2,5,15,14.03
ARH,2018,2,5,16,14.13
ARH,2018,2,5,17,14.19
ARH,2018,2,5,18,14.27
ARH,2018,2,5,19,14.31
ARH,2018,2,5,20,14.56
ARH,2018,2,5,21,14.58
ARH,2018,2,5,22,14.72
ARH,2018,2,5,23,14.57
ARH,2018,2,6,0,14.57
ARH,2018,2,6,1,14.78
ARH,2018,2,6,2,14.7
ARH,2018,2,6,3,14.67
ARH,2018,2,6,4,14.37
ARH,2018,2,6,5,14.41
ARH,2018,2,6,6,15.65
ARH,2018,2,6,7,15.78
ARH,2018,2,6,8,15.89
ARH,2018,2,6,9,15.93
ARH,2018,2,6,10,15.91
ARH,2018,2,6,11,15.92
ARH,2018,2,6,12,15.77
ARH,2018,2,6,13,15.8
ARH,2018,2,6,14,15.62
ARH,2018,2,6,15,15.47
ARH,2018,2,6,16,15.74
ARH,2018,2,6,17,16.1
ARH,2018,2,6,18,16.37
ARH,2018,2,6,19,16.64
ARH,2018,2,6,20,16.9
ARH,2018,2,6,21,17.03
ARH,2018,2,6,22,17.06
ARH,2018,2,6,23,17.22
ARH,2018,2,7,0,17.33
ARH,2018,2,7,1,17.51
ARH,2018,2,7,2,17.97
ARH,2018,2,7,3,18.84
ARH,2018,2,7,4,19.19
ARH,2018,2,7,5,19.7
ARH,2018,2,7,6,19.52
ARH,2018,2,7,7,19.7
ARH,2018,2,7,8,19.5
ARH,2018,2,7,9,18.48
ARH,2018,2,7,10,17.99
ARH,2018,2,7,11,17.02
ARH,2018,2,7,12,17.75
ARH,2018,2,7,13,18.02
ARH,2018,2,7,14,17.76
ARH,2018,2,7,15,17.49
ARH,2018,2,7,16,17.68
ARH,2018,2,7,17,16.63
ARH,2018,2,7,18,16.54
ARH,2018,2,7,19,15.53
ARH,2018,2,7,20,14.38
ARH,2018,2,7,21,15.69
ARH,2018,2,7,22,15.68
ARH,2018,2,7,23,15.35
ARH,2018,2,8,0,15.21
ARH,2018,2,8,1,15.19
ARH,2018,2,8,2,14.97
ARH,2018,2,8,3,14.52
ARH,2018,2,8,4,14.83
ARH,2018,2,8,5,15.23
ARH,2018,2,8,6,14.95
ARH,2018,2,8,7,13.67
ARH,2018,2,8,8,14.2
ARH,2018,2,8,9,14.69
ARH,2018,2,8,10,14.9
ARH,2018,2,8,11,14.89
ARH,2018,2,8,12,15.08
ARH,2018,2,8,13,15.1
ARH,2018,2,8,14,15.11
ARH,2018,2,8,15,14.78
ARH,2018,2,8,16,14.52
ARH,2018,2,8,17,14.69
ARH,2018,2,8,18,14.52
ARH,2018,2,8,19,14.67
ARH,2018,2,8,20,14.82
ARH,2018,2,8,21,14.83
ARH,2018,2,8,22,14.93
ARH,2018,2,8,23,14.64
ARH,2018,2,9,0,14.63
ARH,2018,2,9,1,14.85
ARH,2018,2,9,2,14.45
ARH,2018,2,9,3,14.22
ARH,2018,2,9,4,14.73
ARH,2018,2,9,5,15.27
